(h8 s2)
(h9 s3)
(h2 s2)
(h3 s1)
(h0 s5)
(h1 s4)
(h6 s4)
(h7 s1)
(h4 s3)
(h5 s2)
(h23 s4)
(h22 s5)
(s3 h11)
(s3 h9)
(s3 h14)
(s3 h4)
(s3 s4)
(s2 h2)
(s2 h8)
(s2 h5)
(s2 s5)
(s2 s4)
(s1 h3)
(s1 h12)
(s1 h15)
(s1 s5)
(s1 h7)
(s1 h20)
(s1 s4)
(s0 s5)
(s0 s4)
(h21 s4)
(h20 s1)
(s5 h19)
(s5 h22)
(s5 h10)
(s5 s2)
(s5 s1)
(s5 s0)
(s5 h16)
(s5 s4)
(s5 h17)
(s5 h0)
(s4 h18)
(s4 h1)
(s4 s3)
(s4 s2)
(s4 s1)
(s4 s0)
(s4 h6)
(s4 s5)
(s4 h23)
(s4 h13)
(s4 h21)
(h18 s4)
(h19 s5)
(h10 s5)
(h11 s3)
(h12 s1)
(h13 s4)
(h14 s3)
(h15 s1)
(h16 s5)
(h17 s5)
