(h8 s6)
(h9 s8)
(h26 s6)
(h2 s5)
(h3 s3)
(h0 s11)
(h1 s10)
(h6 s10)
(h7 s4)
(h4 s7)
(h5 s5)
(h47 s7)
(h46 s2)
(h45 s12)
(h44 s4)
(h43 s3)
(h23 s9)
(h41 s6)
(h40 s0)
(h22 s12)
(h21 s10)
(h49 s13)
(h48 s3)
(s9 s8)
(s9 s10)
(s9 s3)
(s9 s2)
(s9 s1)
(s9 s0)
(s9 s7)
(s9 s6)
(s9 h23)
(s9 s4)
(s9 s13)
(s9 h39)
(s9 s11)
(s8 s9)
(s8 h9)
(s8 s3)
(s8 s2)
(s8 s1)
(s8 s10)
(s8 s7)
(s8 s6)
(s8 s5)
(s8 s4)
(s8 s13)
(s8 s12)
(s8 h14)
(s8 h27)
(h29 s13)
(h28 s12)
(s3 s9)
(s3 s8)
(s3 s10)
(s3 h15)
(s3 s13)
(s3 s2)
(s3 s11)
(s3 s0)
(s3 s7)
(s3 s6)
(s3 s5)
(s3 s4)
(s3 h32)
(s3 h43)
(s3 h3)
(s3 h12)
(s3 h48)
(s2 s9)
(s2 s8)
(s2 s10)
(s2 s3)
(s2 s12)
(s2 s1)
(s2 s0)
(s2 s7)
(s2 s6)
(s2 s5)
(s2 h46)
(s2 s11)
(s1 s9)
(s1 s8)
(s1 s10)
(s1 h25)
(s1 s2)
(s1 s11)
(s1 s0)
(s1 s7)
(s1 s6)
(s1 s5)
(s1 s4)
(s1 s12)
(s0 s9)
(s0 s3)
(s0 s2)
(s0 s1)
(s0 h35)
(s0 s7)
(s0 s6)
(s0 s5)
(s0 s4)
(s0 s13)
(s0 s12)
(s0 h40)
(s0 s11)
(s7 s9)
(s7 s8)
(s7 s10)
(s7 s3)
(s7 s2)
(s7 s1)
(s7 s0)
(s7 s6)
(s7 s5)
(s7 h47)
(s7 s13)
(s7 h4)
(s7 h34)
(s7 s12)
(s7 h11)
(s6 s9)
(s6 s8)
(s6 h26)
(s6 s3)
(s6 s2)
(s6 s1)
(s6 s0)
(s6 s7)
(s6 h8)
(s6 s4)
(s6 s13)
(s6 h30)
(s6 h41)
(s6 s12)
(s6 h24)
(s6 s11)
(s5 s8)
(s5 s10)
(s5 s3)
(s5 s2)
(s5 s1)
(s5 s0)
(s5 s7)
(s5 h2)
(s5 s4)
(s5 s13)
(s5 h37)
(s5 s12)
(s5 h5)
(s5 s11)
(s4 s9)
(s4 s8)
(s4 s10)
(s4 s3)
(s4 s12)
(s4 s1)
(s4 s0)
(s4 s6)
(s4 s5)
(s4 h7)
(s4 s13)
(s4 h20)
(s4 h44)
(s4 s11)
(h20 s4)
(s13 s9)
(s13 s8)
(s13 h29)
(s13 s10)
(s13 s3)
(s13 s12)
(s13 s11)
(s13 s0)
(s13 s7)
(s13 s6)
(s13 s5)
(s13 s4)
(s13 h17)
(s13 h49)
(s12 h19)
(s12 s8)
(s12 h28)
(s12 s10)
(s12 s13)
(s12 s2)
(s12 s1)
(s12 s0)
(s12 s7)
(s12 s6)
(s12 s5)
(s12 s4)
(s12 h10)
(s12 h45)
(s12 h31)
(s12 h16)
(s12 h22)
(s12 s11)
(s12 h42)
(s11 h18)
(s11 s9)
(s11 s10)
(s11 h33)
(s11 s3)
(s11 s2)
(s11 s1)
(s11 s0)
(s11 s6)
(s11 s5)
(s11 s4)
(s11 s13)
(s11 s12)
(s11 h38)
(s11 h0)
(s10 s9)
(s10 s8)
(s10 h6)
(s10 s3)
(s10 s2)
(s10 s1)
(s10 h1)
(s10 s7)
(s10 s5)
(s10 s4)
(s10 s13)
(s10 h36)
(s10 s12)
(s10 h13)
(s10 h21)
(s10 s11)
(h32 s3)
(h33 s11)
(h30 s6)
(h31 s12)
(h36 s10)
(h37 s5)
(h34 s7)
(h35 s0)
(h38 s11)
(h39 s9)
(h18 s11)
(h19 s12)
(h10 s12)
(h11 s7)
(h12 s3)
(h13 s10)
(h14 s8)
(h15 s3)
(h16 s12)
(h17 s13)
(h25 s1)
(h24 s6)
(h27 s8)
(h42 s12)
